roadID,XCoord_0,YCoord_0,XCoord_1,YCoord_1
2402,819461,3385930,819743,3385723
2501,822596,3387984,822241,3388253
2601,822542,3387591,822596,3387984
2701,822596,3387984,822940,3388403
2702,822940,3388403,822901,3388510
2703,822901,3388510,823047,3388689
2801,819567,3388579,819750,3388789
2802,819750,3388789,819881,3388945
2803,819881,3388945,820081,3389193
2901,820784,3390121,820955,3389807
2902,820955,3389807,820726,3389682
3001,820579,3389839,820367,3389544
3002,820367,3389544,820081,3389193
3101,820367,3389544,820465,3389461
3102,820465,3389461,820726,3389682
3201,820579,3389839,820726,3389682
3202,820726,3389682,820999,3389311
3203,820999,3389311,821281,3388921
3301,823374,3382441,823555,3382845
3302,823555,3382845,823553,3383104
3401,822388,3382596,823021,3382468
3402,823021,3382468,823374,3382441
3501,815826,3382880,815888,3383371
3502,815888,3383371,815905,3383505
3601,817682,3378817,817671,3378483
3602,817671,3378483,817524,3378167
3701,814700,3378128,814551,3377860
3801,814899,3377869,814700,3378128
3901,820170,3378503,820110,3378351
3902,820110,3378351,820043,3378017
4001,823216,3378643,823008,3378657
4101,819028,3378300,819032,3378243
4102,819032,3378243,819139,3378213
4103,819139,3378213,819168,3378074
4104,819168,3378074,819476,3378000
4105,819476,3378000,819624,3378631
4201,820170,3378503,819624,3378631
4301,823008,3378657,822756,3378675
4302,822756,3378675,822545,3378772
4401,819028,3378300,819139,3378274
4402,819139,3378274,819149,3378744
4501,819624,3378631,819149,3378744
4601,823954,3378618,824086,3378947
4701,824575,3378803,824238,3378871
4702,824238,3378871,824086,3378947
4801,819028,3378300,818714,3378376
4802,818714,3378376,818689,3378847
4901,819149,3378744,818689,3378847
5001,817682,3378817,818216,3378834
5101,814700,3378128,815129,3378754
5201,815129,3378754,815666,3378840
5202,815666,3378840,815578,3378329
5203,815578,3378329,815586,3378010
5301,819149,3378744,819191,3379055
5401,820437,3379112,820170,3378503
5501,813691,3378975,812765,3377930
5601,813691,3378975,814700,3378128
5701,817264,3378177,817223,3379091
5702,817223,3379091,817227,3379238
5703,817227,3379238,817236,3379590
5801,817223,3379091,817407,3379063
5802,817407,3379063,817458,3378813
5803,817458,3378813,817682,3378817
5901,818689,3378847,818673,3379204
5902,818673,3379204,818658,3379623
6001,819191,3379055,818673,3379204
6002,818673,3379204,818174,3379219
6101,818174,3379219,818216,3378834
6201,822988,3379367,823008,3378657
6301,815905,3383505,815960,3383869
6302,815960,3383869,815982,3384020
6303,815982,3384020,815994,3384101
6401,817524,3378167,817264,3378177
6501,817540,3379227,817682,3378817
6601,819789,3379312,819624,3378631
6701,820437,3379112,819789,3379312
6801,820539,3379342,820437,3379112
6901,819789,3379312,819586,3379376
6902,819586,3379376,819257,3379478
7001,819191,3379055,819257,3379478
7101,819257,3379478,818828,3379610
7102,818828,3379610,818658,3379623
7201,818174,3379219,818142,3379610
7301,818658,3379623,818142,3379610
7401,817541,3379595,817540,3379227
7501,818142,3379610,817541,3379595
7601,817541,3379595,817236,3379590
7701,824086,3378947,823865,3379084
7702,823865,3379084,824041,3379788
7801,824041,3379788,824556,3379430
7901,824041,3379788,823914,3379853
7902,823914,3379853,823315,3379826
7903,823315,3379826,823175,3379848
7904,823175,3379848,823028,3379907
8001,820725,3379765,820539,3379342
8101,814302,3379628,813691,3378975
8201,814302,3379628,814751,3379073
8202,814751,3379073,815129,3378754
8301,820018,3379807,819852,3379538
8302,819852,3379538,819789,3379312
8401,819724,3379877,820018,3379807
8402,820018,3379807,820299,3379710
8403,820299,3379710,820539,3379342
8501,823028,3379907,822978,3379714
8502,822978,3379714,822988,3379367
8601,819836,3380060,820130,3379990
8602,820130,3379990,820446,3379872
8603,820446,3379872,820725,3379765
8701,820027,3380505,819947,3380370
8702,819947,3380370,819928,3380207
8703,819928,3380207,819836,3380060
8704,819836,3380060,819724,3379877
8705,819724,3379877,819586,3379376
8801,815880,3379770,815769,3379569
8802,815769,3379569,815129,3378754
8901,820185,3380442,820130,3379990
8902,820130,3379990,820018,3379807
9001,818658,3379623,818642,3379983
9002,818642,3379983,818638,3380218
9101,822585,3380114,822529,3379572
9102,822529,3379572,822653,3379356
9103,822653,3379356,822988,3379367
9201,823028,3379907,822585,3380114
9301,818142,3379610,818090,3380193
9401,823175,3379848,823278,3380333
9501,824542,3379865,823942,3379881
9502,823942,3379881,823278,3380333
9601,817236,3379590,817069,3379612
9602,817069,3379612,817110,3380158
9701,817110,3380158,817542,3380175
9801,817542,3380175,818090,3380193
9901,818090,3380193,818638,3380218
10001,820963,3380340,820725,3379765
10101,821379,3380364,821254,3380351
10102,821254,3380351,820963,3380340
10201,821259,3379614,821254,3380351
10301,822585,3380114,822153,3380302
10302,822153,3380302,821759,3380367
